Name,Score,Japanese name,Type,Favorites,Completed
Cosplay Rakuen,6.03,コスプレ楽園,OVA,3,2217
Mayonaka wa Junketsu,5.63,真夜中は純潔,Music,0,262
Magi: Sinbad no Bouken,7.85,マギ シンドバッドの冒険,OVA,228,67409
Hero Bank,6.05,ヒーローバンク,TV,11,551
Soredemo Sekai wa Utsukushii,7.67,それでも世界は美しい,TV,1839,139884
Kattobase! Dreamers: Carp Tanjou Monogatari,Unknown,かっ飛ばせ! ドリーマーズ -カープ誕生物語-,Movie,0,63
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,6.24,境界線上のホライゾン 極東なるほど講座,ONA,7,1473
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.82,ウィッチクラフトワークス 多華宮君と妹の悪巧み,OVA,13,20103
PeroPero☆Teacher,6.35,ぺろぺろ☆てぃーちゃー,OVA,22,3451
Inugami-san to Nekoyama-san,6.57,犬神さんと猫山さん,TV,99,40794
Kuroko no Basket: Mou Ikkai Yarimasen ka,7.66,黒子のバスケ 「もう一回やりませんか」,Special,29,28946
Train Heroes Movie,Unknown,劇場版 トレインヒーロー,Movie,0,35
Ping Pong the Animation,8.63,ピンポン THE ANIMATION,TV,11436,145309
Toukiden: The Age of Demons - Introduction,5.85,討鬼伝,Special,0,481
Kuroshitsuji: Book of Circus,8.13,黒執事 Book of Circus,TV,3512,220321
Amagi Brilliant Park,7.52,甘城ブリリアントパーク,TV,2274,350647
Yasashii Kinyoubi,4.08,優しい金曜日,Movie,0,702
"Yami no Kioku, Yume no Inei",4.82,闇の記憶・夢の陰影,Movie,0,238
Scrap Diary,3.32,スクラップ・ダイアリー,Movie,0,987
Natsu no Shisen 1942,4.92,夏の視線‐1942,Movie,1,240
Chirico,4.69,キリコ,Movie,0,352
Goldfish Fetish,5.45,GOLDFISH FETISH,Movie,0,324
Fetish Doll,3.09,FETISH DOLL,Movie,1,1327
Tanaami Keiichi no Shouzou,4.99,田名網敬一の肖像,Movie,0,227
Yume 10 Yoru,4.2,夢10夜,Movie,0,597
The Harmonic Gleam Vibration,4.96,The Harmonic Gleam Vibration,Movie,0,269
Madonna (Movie),3.19,MADONNA,Movie,2,700
Aki no Puzzle,2.63,秋のパズル,Movie,1,1326
Shunga,4.42,SHUNGA,Movie,0,484
Futsuu no Joshikousei ga [Locodol] Yattemita.,6.9,普通の女子校生が【ろこどる】やってみた。,TV,68,18149
Yuuto-kun ga Iku Movie,Unknown,劇場版 ゆうとくんがいく,Movie,0,37
Akame ga Kill!,7.53,アカメが斬る！,TV,23395,1088784
Be Blues! Ao ni Nare,5.46,BE BLUES!~青になれ~,ONA,1,305
Pretty Rhythm: All Star Selection,6.36,プリティーリズム・オールスターセレクション,TV,12,864
Warera Salaryman Tou,Unknown,われらサラリーマン党,TV,0,46
Monoshiri Daigaku: Ashita no Calendar,5.77,ものしり大学　明日のカレンダー,TV,0,229
Momo Kyun Sword,5.59,モモキュンソード,TV,25,9900
Tenshi no Shippo Chu!: Tenshi no Utagoe,6.04,天使のしっぽＣｈｕ！ ~総集編~ 天使の歌声 (うたごえ),OVA,0,287
Mahou no Yousei Persia Pilot,Unknown,夢世界ホッジポッジ,Special,0,157
Ribbon no Kishi Pilot,Unknown,リボンの騎士（パイロット）,Special,0,157
Azumi Mamma★Mia,Unknown,あずみ マンマ★ミーア,TV,0,80
Yodaka no Hoshi,6.43,よだかの星,Movie,2,1447
Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,4.4,彼女の独身者たちによって裸にされた性服の処女研究,Movie,0,588
Free!: Eternal Summer,7.68,Free!-Eternal Summer-,TV,2762,233108
Aries: Shinwa no Seizakyuu,Unknown,アリーズ -神話の星座宮-,OVA,1,87
Selector Infected WIXOSS,7.26,selector infected WIXOSS,TV,604,69860
OL Kaizou Kouza,Unknown,OL改造講座,OVA,0,76
Watashitachi no Kurashi to Doboku,Unknown,私たちの暮らしと土木,OVA,0,37
Mahou no Yousei Persia: Escape!,5.75,魔法の妖精ペルシャ ミュージック・クリップ「ＥＳＣＡＰＥ！」,Music,0,256
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,5.81,十三支演義～偃月三国伝～ 外伝 幽州幻夜,OVA,9,1727
Fate/stay night: Unlimited Blade Works,8.22,Fate/stay night [Unlimited Blade Works],TV,12756,592974
Shinken Densetsu: Tight Road,Unknown,真拳伝説 タイトロード,TV,0,66
Tokyo Ghoul,7.81,東京喰種-トーキョーグール-,TV,45519,1594880
Ningen Kakumei,Unknown,人間革命,OVA,0,35
Himalaya no Hikari no Oukoku,Unknown,ヒマラヤの光の王国,OVA,0,87
Daisougen to Hakuba,Unknown,大草原と白馬,OVA,0,99
Teekyuu 3 Specials,6.53,てーきゅう３期　映像特典,Special,2,6459
Funny Pets 2nd Season,5.56,Funny Pets 2ndシーズン,TV,0,167
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,6.91,PANDRA THE ANIMATION 「白き欲望　黒の希望」,OVA,50,3429
Sanzoku no Musume Ronja,7.15,山賊の娘ローニャ,TV,63,5582
Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,6.33,お正月だよ! 7×7=49人のナナ?,Special,0,277
Wonder Momo,3.6,ワンダーモモ,ONA,5,3178
Nandaka Velonica,6,ナンダカベロニカ,TV,0,504
a_caFe,4.63,a_caFe,Music,0,590
Ring Ring Boy,Unknown,リングリングボーイ,Movie,0,50
Sora e,Unknown,空へ,Music,0,130
Asa ga Kuru mae ni: Sasurai Version,5.62,朝が来る前に ~さすらいバージョン~,Music,0,280
Nihon Mukashibanashi: Warashibe Chouja,Unknown,日本むかしばなし わらしべ長者,Movie,0,80
Aoi Heya,4.66,青い部屋,Music,0,437
Quantum Leap,4.87,Quantum Leap,Music,0,293
Acchi Kocchi,7.12,あっちこっち,Movie,55,2958
Licca-chan to Mahou no Kuni,Unknown,リカちゃんと魔法の国,ONA,0,65
Computer Obaachan,5.06,コンピューターおばあちゃん,Music,0,304
Itadaki! Seieki♥,7.46,いただきっ! セーエキ♥,OVA,708,34982
Break Blade,7.29,ブレイク ブレイド,TV,193,44198
New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,6.15,新機動戦記ガンダムW Frozen Teardrop ピクチャードラマ,Special,5,1620
Hello Kitty: Ringo no Mori no Mystery,Unknown,ハローキティ りんごの森のミステリー,TV,0,154
Hello Kitty: Ringo no Mori to Parallel Town,Unknown,ハローキティ りんごの森とパラレルタウン,TV,0,161
Hello Kitty no Alps no Shoujo Heidi,6.01,ハローキティのアルプスの少女ハイジ,OVA,3,408
Hello Kitty no Yappari Mama ga Suki,Unknown,ハローキティのやっぱりママがすき,OVA,1,153
Hello Kitty no Momotarou,5.88,ハローキティの桃太郎,OVA,1,206
Hello Kitty no Nagagutsu wo Naita Neko,Unknown,ハローキティの長靴をはいた猫,OVA,0,154
Bad Badtz-Maru no Ookami ga Kita!,Unknown,バッドばつ丸のオオカミが来た!,OVA,1,181
Hello Kitty no Circus ga Yatte Kita,Unknown,ハローキティのサーカスがやってきた,OVA,1,162
Hello Kitty no Fushigi na Mizuumi,Unknown,ハローキティのキティのふしぎなみずうみ,OVA,1,112
Hello Kitty no Shoukoujo,Unknown,ハローキティの小公女,OVA,0,124
Hello Kitty no Yume Dorobou,Unknown,ハローキティの夢どろぼう,OVA,0,145
KutsuDaru.,Unknown,くつだる。,TV,0,87
Minihams no Ai no Uta,5.4,ミニハムずの愛の唄,Music,1,210
Minihams no Kekkon Song,5.45,ミニハムずの結婚ソング,Music,0,193
Mirakururun Grand Purin!,5.27,ミラクルルン グランプリン!,Music,0,187
Pi~hyara Kouta,5.4,ピ〜ヒャラ小唄,Music,0,168
Hello Kitty no Tomatta Big Ben,Unknown,ハローキティのとまった大時計,OVA,0,135
Hello Kitty no Mahou no Ringo,Unknown,ハローキティのまほうのリンゴ,OVA,0,145
Hello Kitty no Kieta Santa-san no Boushi,Unknown,ハローキティのきえたサンタさんの帽子,OVA,0,146
Hello Kitty no Sanbiki no Kobuta,Unknown,ハローキティの3匹の子ぶた,OVA,1,142
Hello Kitty no Yuki no Joou,Unknown,ハローキティの雪の女王,OVA,0,184
Hello Kitty no Match Uri Shoujo,Unknown,ハローキティのマッチ売りの少女,OVA,1,185
Hello Kitty no Hansel to Gretel,5.86,ハローキティのヘンゼルとグレーテル,OVA,0,182
Hello Kitty no Ou-sama no Mimi wa Roba no Mimi,Unknown,ハローキティの王様の耳はロバの耳,OVA,0,149
Pochacco no Jack to Mame no Ki,Unknown,ポチャッコのジャックと豆の木,OVA,0,123
Hello Kitty no Yume no Oshiro no Ouji-sama,Unknown,ハローキティの夢のお城の王子さま,OVA,0,131
Hello Kitty no Kaguya-hime,5.75,ハローキティのかぐや姫,OVA,0,298
Kitty to Mimmy no Happy Birthday,Unknown,キティとミミィのハッピーバースデー,OVA,0,104
Washimo,Unknown,わしも,TV,0,95
Initial D Final Stage,8.24,頭文字 Final Stage,TV,587,61880
Manga Nihonshi (NHK Han),Unknown,まんが日本史[NHK版],TV,3,101
Kobutori,Unknown,瘤取り,Movie,0,152
Freely Tomorrow,6.67,FREELY TOMORROW,Music,4,2052
Sekai no Hikari: Shinran Shounin,Unknown,世界の光 親鸞聖人,OVA,0,32
Kiseijuu: Sei no Kakuritsu,8.4,寄生獣 セイの格率,TV,26381,942917
Yami Shibai 2,6.5,闇芝居 2期,TV,25,28348
Oniku Daisuki! Zeushi-kun,Unknown,おにくだいすき! ゼウシくん,TV,0,140
Kyonyuu Kazoku Saimin,6.79,巨乳家族催眠,OVA,42,4648
Blade & Soul,6.09,ブレイドアンドソウル,TV,137,60004
Virtual Star 2000,Unknown,バーチャルスター2000,OVA,1,85
Hangyodon no Hadaka no Ou-sama,Unknown,ハンギョドンのはだかの王様,OVA,0,137
Bad Badtz-Maru no Ari to Kirigirisu,Unknown,バッドばつ丸のアリとキリギリス,OVA,0,167
Osaru no Monkichi no Kin no Ono Gin no Ono,Unknown,おさるのもんきちの金の斧 銀の斧,OVA,0,113
Pom Pom Purin no Usagi to Kame,Unknown,ポムポムプリンのウサギとカメ,OVA,0,121
Ahiru no Pekkle no Ahiru no Drakestail,Unknown,アヒルのペックルのアヒルのドレイクステール,OVA,3,176
Kero Kero Keroppi no Aladdin to Mahou no Lamp,Unknown,けろけろけろっぴのアラジンと魔法のランプ,OVA,0,125
Ahiru no Pekkle no Minikui Ahiru no Ko,Unknown,アヒルのペックルのみにくいあひるの子,OVA,2,165
Pom Pom Purin no Kitakaze to Taiyou,Unknown,ポムポムプリンの北風と太陽,OVA,1,108
Uchuu Kyoudai: Number Zero,7.6,宇宙兄弟#0[ナンバー・ゼロ],Movie,5,1823
Nukko.,Unknown,ぬっこ。,TV,0,27
Patalliro Saiyuuki! Special,Unknown,パタリロ西遊記！第27話,Special,0,152
Potecco Babies (2011),Unknown,ポテッコベイビーズ(2011),ONA,0,141
Kimezou no Kimarimonku Ja Kimaranee.,Unknown,キメゾーの「決まり文句じゃキマらねぇ。」,ONA,0,57
Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,Unknown,キメゾーの決まり文句じゃキマらねぇ。Featuring サブ男,ONA,1,43
Ahiru no Pekkle no Sindbad no Bouken,5.74,アヒルのペックルのシンドバッドの冒険,OVA,1,221
Kero Kero Keroppi no Ganbare! Keroppooz,Unknown,けろけろけろっぴのがんばれ! けろっぴーず,OVA,0,120
Ahiru no Pekkle no Suieitaikai wa Oosawagi,Unknown,アヒルのペックルの水泳大会は大騷ぎ,OVA,1,175
Patty & Jimmy no Kimikoso Superstar,Unknown,パティ&ジミィの君こそスーパースター,OVA,0,105
Ahiru no Pekkle no Aladdin to Mahou no Lamp,Unknown,アヒルのペックルのアラジンと魔法のランプ,OVA,4,178
Kero Kero Keroppi no Yowamushi-ouji no Daibouken,Unknown,けろけろけろっぴのよわむし王子の大冒険,OVA,1,120
Kero Kero Keroppi no Kero Kero House no Himitsu,Unknown,けろけろけろっぴのけろけろハウスのひみつ,OVA,2,109
Pochacco no Wakuwaku Birthday,Unknown,ポチャッコのわくわくバースデイ,OVA,0,91
Kero Kero Keroppi no Tomodachitte Ii na,Unknown,けろけろけろっぴの友だちっていいな,OVA,0,86
Ahiru no Pekkle no Hihou wo Sagase,Unknown,アヒルのペックルの秘宝を探せ,OVA,0,129
Pochacco no Ninjin Hata wa Oosawagi,Unknown,ポチャッコのにんじん畑は大騒ぎ,OVA,0,87
Kero Kero Keroppi no Dai Bouken,Unknown,けろけろけろっぴの大冒険,OVA,0,96
Santa-san to Tonakai Kuppi,Unknown,サンタさんとトナカイクッピ,OVA,0,90
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,Unknown,Peeping Life 手塚プロ・タツノコプロ ワンダーランド,OVA,0,109
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,Unknown,Peeping Life 手塚プロ・タツノコプロ ワンダーランド,Special,0,91
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,Unknown,Peeping Life 手塚プロ・タツノコプロ ワンダーランド,ONA,0,107
Kero Kero Keroppi no Tomodachi ni Narou yo,Unknown,けろけろけろっぴの友だちになろうよ,OVA,0,101
Kero Kero Keroppi no Tomodachi wa Mahoutsukai,Unknown,けろけろけろっぴの友だちは魔法使い,OVA,0,104
Kero Kero Keroppi no Bikkuri! Obakeyashiki,Unknown,けろけろけろっぴのびっくり! おばけやしき,OVA,0,78
Kero Kero Keroppi no Kyouryuu ga Deta,Unknown,けろけろけろっぴの恐竜がでた,OVA,0,68
Kero Kero Keroppi no Sora wo Tobetara,Unknown,けろけろけろっぴの空をとべたら,OVA,0,75
Kero Kero Keroppi no Sora Tobu Yume no Fune,Unknown,けろけろけろっぴの空とぶゆめの船,OVA,0,76
Kero Kero Keroppi no Sanjuushi,Unknown,けろけろけろっぴの三銃士,Movie,0,70
Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,Unknown,けろけろけろっぴ はすのうえタウン危機一髪!,TV,0,78
Kero Kero Keroppi no Mitsubachi Daisoudou,Unknown,けろけろけろっぴのミツバチ大騒動,OVA,0,67
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,6.37,狙われた女神天使エンゼルティアー ~守った人間達に裏切られて~,OVA,23,2184
Shin Seikimatsu: Yatsuto no Souguu,Unknown,新世紀末 奴との遭遇,ONA,0,87
One Piece: Cry Heart,6.6,ワンピース Cry heart～冬島に降る桜～,Special,7,3935
Seiken Tsukai no World Break,6.91,聖剣使いの禁呪詠唱〈ワールドブレイク〉,TV,831,172278
Gohan Kaijuu Pap,Unknown,ごはんかいじゅうパップ,TV,0,0
Momoya x Peeping Life: Go en Desu yo! II,5.87,桃屋×Peeping Life ご縁ですよ！Ⅱ,ONA,0,177
Kuroko no Basket 2nd Season NG-shuu,7.74,黒子のバスケNG集,Special,166,38048
Peeping Life: Gekijou Original-ban,5.52,Peeping Life劇場オリジナル版,Movie,0,158
Appleseed Alpha,7.04,Appleseed Alpha,Movie,36,11008
Shiroishi no Yousei Pichi,Unknown,白石の妖精ぴち,ONA,0,97
Terra Formars,7.04,TERRA FORMARS [テラフォーマーズ],TV,590,119498
Terra Formars: Bugs 2-hen,7.19,テラフォーマーズ　バグズ２号編,OVA,18,23603
Lady Jewelpet,7.39,レディ ジュエルペット,TV,82,2921
Dragon Ball Z: Summer Vacation Special,6.62,極限バトル!!三大超サイヤ人　スペシャル,Special,5,7198
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,6.53,全部見せます 年忘れドラゴンボールZ!,Special,6,9003
Zettai Zetsumei Dangerous Jiisan (2005),Unknown,絶体絶命でんぢゃらすじーさん,TV,0,67
Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,Unknown,わざぐぅ!VSでんぢゃらすじーさん邪 抱腹絶倒!アニメクイズ,OVA,0,47
Aldnoah.Zero,7.44,アルドノア・ゼロ,TV,4020,306310
Dragon Collection,6.24,ドラゴンコレクション,TV,7,1262
Oreca Battle,5.91,オレカバトル,TV,4,582
Brothers Conflict: Setsubou,6.55,BROTHERS CONFLICT  第十二・五衝突「切望」,Special,22,14567
Chikasugi Idol Akae-chan,Unknown,地下すぎアイドル あかえちゃん,TV,0,79
X Maiden,Unknown,エクスメイデン,ONA,0,115
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.8,とある科学の超電磁砲S 大事なことはぜんぶ銭湯に教わった,OVA,23,18402
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,7.49,劇場版 空の境界 未来福音 extra chorus,Special,35,24863
Dragon Ball Kai (2014),7.69,ドラゴンボール改,TV,684,98522
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,6.32,その花びらにくちづけを りさみや劇場,ONA,14,1470
Barakamon,8.41,ばらかもん,TV,10827,325820
Sora Iro Hana Iro,Unknown,空色花色,Movie,0,60
Yariman Fudousan,6,やりマン不動産 おすすめ物件はコ・チ・ラ ～女社長はいつも空室あり～,OVA,7,1649
Kindaichi Shounen no Jikenbo Returns,7.53,金田一少年の事件簿R【リターンズ】,TV,61,6687
Aikatsu! Movie,7.41,劇場版 アイカツ！アイドルカツドウ！,Movie,34,3867
Himitsukessha Taka no Tsume EX,Unknown,秘密結社鷹の爪 EX,TV,0,97
Magical★Taruruuto-kun Movie,Unknown,まじかる★タルるートくん劇場版,Movie,1,93
Abarenbou Rikishi!! Matsutarou,6.11,暴れん坊力士！！松太郎,TV,11,3256
Himegoto,5.94,ひめゴト,TV,296,58797
Cross Road,7.4,クロスロード,Special,107,39748
Okashina Hotel,5.12,おかしなホテル,Special,1,781
Suzu 3 Tarou,Unknown,鈴3太郎,ONA,0,37
Kara no Kyoukai: Mirai Fukuin - Manner Movie,6.1,劇場版 空の境界 未来福音 劇場用マナーCM,Movie,3,5008
Nyamen,Unknown,にゃ〜めん,TV,0,152
Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,Unknown,APO APOワールド ジャイアント馬場 90分1本勝負,Movie,0,58
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,7.18,映画中二病でも恋がしたい!Lite,Special,7,20135
Rokujouma no Shinryakusha!? (TV),7.18,六畳間の侵略者！？,TV,385,92797
Seireitsukai no Blade Dance,6.82,精霊使いの剣舞〈ブレイドダンス〉,TV,915,203224
Hyokkori Hyoutan Shima,Unknown,ひょっこりひょうたん島,Movie,0,44
Mon Cheri CoCo,Unknown,モンシェリCOCO,TV,0,88
Love es M The Animation,6.4,ラブesエム THE ANIMATION,OVA,8,1719
Mugen Senshi Valis,5.59,夢幻戦士ヴァリス,Special,2,412
Hana no Zundamaru: Junk,Unknown,花のずんだ丸 じゃんく,ONA,0,132
Francesca,5.49,フランチェスカ,TV,6,1384
Angel ga Tonda Hi,Unknown,エンジェルがとんだ日,Movie,0,59
Date A Live II: Kurumi Star Festival,7.92,デート・ア・ライブII 狂三スターフェスティバル,OVA,2026,109169
Sangokushi,Unknown,三国志,Special,0,69
Kaibutsu-kun: Demon no Ken,Unknown,怪物くん デーモンの剣,Movie,0,98
Kaibutsu-kun: Kaibutsu Land e no Shoutai,Unknown,怪物くん 怪物ランドへの招待,Movie,0,93
Magical★Taruruuto-kun: Sukisuki Takoyaki!,Unknown,まじかる★タルるートくん すきすき♡タコ焼きっ!,Movie,0,85
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,Unknown,まじかる★タルるートくん 燃えろ! 友情の魔法大戦,Movie,0,81
Hipira-kun ONA,5.72,ヒピラくん,ONA,0,474
Hipira-kun Special,5.75,ヒピラくん,Special,0,291
Obake no Q-Tarou: Susume! 1/100 Daisakusen,Unknown,オバケのQ太郎 進め! 1/100大作戦,Movie,0,63
Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,Unknown,オバケのQ太郎 とびだせ! バケバケ大作戦,Movie,0,69
Shisei Sasshin,Unknown,市制刷新,Movie,0,33
Shin Skyers 5,Unknown,新スカイヤーズ5,TV,0,67
Nippon Tanjou,Unknown,日本誕生,TV,0,57
